,Product_Title,Price,Shop_Name,Category,Availability,G-Price
4291,VIEWSONIC VA2210-H 22 INCH 1080P HOME AND OFFICE MONITOR,8850,Skyland,Monitor,Out of stock,8850.0
4292,VIEWSONIC VX2039-SA 20 INCH ENTERTAINMENT MONITOR,6400,Skyland,Monitor,Out of stock,6400.0
4293,VIEWSONIC XG2405 24 INCH 144HZ AMD FREESYNC IPS GAMING MONITOR,30000,Skyland,Monitor,In Stock,30000.0
4294,MSI OPTIX MAG241CR 23.6 INCH 144HZ FHD CURVED GAMING MONITOR,30000,Skyland,Monitor,Out of stock,30000.0
4295,MSI PRESTIGE PS341WU 34″ 5K 8MS NANO IPS MONITOR,140000,Skyland,Monitor,In Stock,140000.0
4296,MSI OPTIX MAG271C 27 INCH FULL HD LED CURVED GAMING MONITOR WITH 144HZ REFRESH RATE,30800,Skyland,Monitor,In Stock,30800.0
4297,ASUS PROART DISPLAY PA32UCR-K 32 INCH 4K IPS MINI-LED PROFESSIONAL MONITOR,240000,Skyland,Monitor,In Stock,240000.0
4298,ASUS TUF GAMING VG28UQL1A 28″ 4K 144HZ IPS GAMING MONITOR,120000,Skyland,Monitor,In Stock,120000.0
4299,ASUS TUF GAMING VG247Q1A 23.8″ 165HZ GAMING MONITOR,29000,Skyland,Monitor,In Stock,29000.0
4300,ASUS TUF VG249Q1A 23.8″ 165HZ FULL HD IPS LED GAMING MONITOR,28500,Skyland,Monitor,In Stock,28500.0
4301,LG 22MP400-B 22-INCH FULL HD MONITOR,14000,Skyland,Monitor,In Stock,14000.0
4302,LG ULTRAGEAR 34GP950G-B 34″ QHD CURVED GAMING MONITOR,166000,Skyland,Monitor,In Stock,166000.0
4303,LG 32EP950-B 32 INCH ULTRAFINE OLED PRO 4K PROFESSIONAL MONITOR,445000,Skyland,Monitor,In Stock,445000.0
4304,LG 32UL950-C ULTRAFINE 32 INCH 4K UHD LED FREESYNC IPS PROFESSIONAL MONITOR (MAC CERTIFIED),172000,Skyland,Monitor,In Stock,172000.0
4305,LG 34WP85C-B 34″ FREESYNC CURVED ULTRAWIDE QHD PROFESSIONAL MONITOR,94000,Skyland,Monitor,In Stock,94000.0
4306,SKYLOONG SK71S DUAL MODE WHITE (BLUE SWITCH) RGB MECHANICAL GAMING KEYBOARD,6500,RYANS,Keyboard,In Stock,6500.0
4307,SKYLOONG SK71S DUAL MODE RGB HOT SWAP (RED SWITCH) BLACK MECHANICAL GAMING KEYBOARD,6500,RYANS,Keyboard,In Stock,6500.0
4308,SKYLOONG SK71S DUAL MODE BLACK HOT SWAP (BLUE SWITCH) RGB MECHANICAL GAMING KEYBOARD,6500,RYANS,Keyboard,In Stock,6500.0
4309,SKYLOONG SK71S DUAL MODE BLACK HOT SWAP (BROWN SWITCH) RGB MECHANICAL GAMING KEYBOARD,6500,RYANS,Keyboard,In Stock,6500.0
4310,THERMALTAKE MEKA PRO CHERRY BLUE GAMING KEYBOARD # KB-MGP-BLBDUS-01,6550,RYANS,Keyboard,In Stock,6550.0
4311,RAPOO VPRO V720 FULL COLOR RGB BACKLIGHT WIRED BLACK GAMING MECHANICAL KEYBOARD,6650,RYANS,Keyboard,In Stock,6650.0
4312,SKYLOONG SK96S DUAL MODE RGB HOT SWAP (RED SWITCH) BLACK MECHANICAL GAMING KEYBOARD,6900,RYANS,Keyboard,In Stock,6900.0
4313,SKYLOONG SK96S DUAL MODE RGB HOT SWAP (BLUE SWITCH) BLACK MECHANICAL GAMING KEYBOARD,6900,RYANS,Keyboard,In Stock,6900.0
4314,SKYLOONG SK96S DUAL MODE RGB HOT SWAP (BROWN SWITCH) BLACK MECHANICAL GAMING KEYBOARD,6900,RYANS,Keyboard,In Stock,6900.0
4315,CORSAIR K55 RGB PRO WIRED BLACK GAMING KEYBOARD #CH-9226765-NA,7000,RYANS,Keyboard,In Stock,7000.0
4316,GIGABYTE AORUS K1 CHERRY MX MECHANICAL RGB GAMING KEYBOARD WITH RED SWITCH,7400,RYANS,Keyboard,In Stock,7400.0
4317,STEELSERIES APEX 150 RGB WIRED GAMING KEYBOARD,7890,RYANS,Keyboard,In Stock,7890.0
4318,CORSAIR K60 RGB PRO WIRED BLACK RGB GAMING KEYBOARD #CH-910D019-NA,8000,RYANS,Keyboard,In Stock,8000.0
4319,CORSAIR K60 RGB PRO SE USB BLACK MECHANICAL RGB BACKLIGHT GAMING KEYBOARD #CH-910D119-NA,8000,RYANS,Keyboard,In Stock,8000.0
4320,RAZER BLACKWIDOW LITE USB BLACK SILENT (ORANGE SWITCH) MECHANICAL GAMING KEYBOARD #RZ03-02640100-R3M1,8200,RYANS,Keyboard,In Stock,8200.0
4321,RAZER BLACKWIDOW LITE MERCURY WIRED SILENT (ORANGE SWITCH) MECHANICAL GAMING KEYBOARD #RZ03-02640700-R3M1,8200,RYANS,Keyboard,In Stock,8200.0
4322,CORSAIR K68 RGB MECHANICAL (CHERRY MX RED SWITCH) GAMING KEYBOARD #CH-9102010-NA/CH-9102010-UK,8500,RYANS,Keyboard,In Stock,8500.0
4323,CORSAIR K65 RGB MINI WIRED BLACK GAMING KEYBOARD #CH-9194014-NA,8500,RYANS,Keyboard,In Stock,8500.0
4324,LOGITECH G613 WIRELESS BLACK MECHANICAL GAMING KEYBOARD,9619,RYANS,Keyboard,In Stock,9619.0
4325,RAZER BLACKWIDOW V3 TENKEYLESS WIRED BLACK GAMING KEYBOARD #RZ03-03491800-R3M1,9900,RYANS,Keyboard,In Stock,9900.0
4326,A4TECH BLOODY X5 MAX RGB ESPORTS GAMING MOUSE,2400,STARTECH,Mouse,In Stock,2400.0
4327,LOGITECH M350 PEBBLE BLUETOOTH AND WIRELESS MOUSE,2422,STARTECH,Mouse,In Stock,2422.0
4328,MEETION MT-M985 10 BUTTONS PROGRAMMABLE WIRED METAL MECHANICAL GAMING MOUSE,2450,STARTECH,Mouse,In Stock,2450.0
4329,RAPOO V360 USB RGB BACKLIT GAMING MOUSE BLACK,2400,STARTECH,Mouse,In Stock,2400.0
